14822128-2, 15ooWbRcyf5pn8uGFaARJmDwhXize5AJr5exPAPjwDJ3xda2, 0xf7b999cfd1f4796ab6fa771b8ef109317f943d9f504a63e181a282d3cd6dd507, 14822128, 0.04061, 2000, 2023-03-27 11:14:12, xcmpallet, reserve_transfer_assets
14822047-3, 1Rq8dhTNc2xdcpXCvxs9twSLTNAUtoF7UJm7rjYeZfUs6Xo, 0x2d06af0deeea7f26f94e12545de56fe471456948f44b048b43e2cc48088aeae2, 14822047, 150.0, 2012, 2023-03-27 11:06:06, xcmpallet, reserve_transfer_assets
14821462-2, 13frd2aKaKqKkj5yaSofWoSppEWD9SiDLnqFZVrbd4vKU4RX, 0xcfea16ca4f97b3e72b7e86cb791556fa7dcccf295041fc8f3b6b33f822b06341, 14821462, 2.38389, 2012, 2023-03-27 10:07:36, xcmpallet, reserve_transfer_assets
14821354-2, 12wvdG3GzAMyNchf51DGgh8AgyfMQCdPPEx5CktR2duuPjnL, 0x8a42bcaa7b93978a17ccc812eaed02b72ada9c0a610036d272a81aff30d77c29, 14821354, 28.39276, 2000, 2023-03-27 09:56:48, xcmpallet, reserve_transfer_assets
14820837-3, 1eiuKGcgZvn9K9865jBGp7XFynfiRuQppEcZjVf77hbzkFa, 0x277353c42bb7022ed07bc8deeffb6238ddaddee8ceedf046f438ac03c185a939, 14820837, 1.4282, 2012, 2023-03-27 09:05:06, xcmpallet, reserve_transfer_assets
14820691-2, 12L2LH1oTcYfZBpENjdAqZxbkK6eenioXFqjmjGdVuTDuyUM, 0x5fe64ece622caf4271949686ef6a5a04bfbcd8032fe836e68b45986e75b73ec4, 14820691, 25.0, 2012, 2023-03-27 08:50:30, xcmpallet, reserve_transfer_assets
14820637-2, 15ShfcHWntwS8rissLEaCDT7pb8NhgB2HDwtsUcZiNe77eSC, 0x6ab77f606a0914a26c91b9b6c55511fbd8be3915ad761c79d79372f452038464, 14820637, 1.13878, 2012, 2023-03-27 08:45:06, xcmpallet, reserve_transfer_assets
14820553-2, 15kPQutjGHmATZAMYeFxFGRd4sXj9Wmzd92CV953d7WmphxV, 0x7b8b956e573e38feeaadc56c7b3bbb70f4c8b27184fa985b1bd130ded6fbb0b4, 14820553, 64.00021, 2030, 2023-03-27 08:36:42, xcmpallet, reserve_transfer_assets
14820351-3, 1Rq8dhTNc2xdcpXCvxs9twSLTNAUtoF7UJm7rjYeZfUs6Xo, 0x4e5ef18340ff575f144abc8dc636b93071cbfb3986a1018c19f3fdda64d46b0c, 14820351, 50.0, 2000, 2023-03-27 08:16:30, xcmpallet, reserve_transfer_assets
14820300-2, 124T78agHCwWAUwkKVmP1RRfSC86GTyAF5xqBs6oUiTBTCXn, 0x95a21b1a3bc21524dd89a1ed15e0603400374dc802c0ec85b9cd0bc624106336, 14820300, 74.78756, 2012, 2023-03-27 08:11:24, xcmpallet, reserve_transfer_assets
14820187-2, 12BJcPU8xD8YvMgBBrrCfBePFn5XiSeK6pbd5XnSMHJpLr8c, 0xef26b39ec60ae2f596883d1542cd49ba320eeda22fbbdc412a477dad7450143f, 14820187, 115.0, 2000, 2023-03-27 08:00:06, xcmpallet, reserve_transfer_assets
14820058-4, 1Rq8dhTNc2xdcpXCvxs9twSLTNAUtoF7UJm7rjYeZfUs6Xo, 0x2c057098aecaf3e43a46918ecc96b39074ae30fe2f856a768ed3f1d22671c213, 14820058, 200.0, 2000, 2023-03-27 07:47:12, xcmpallet, reserve_transfer_assets
14820036-2, 14pJeQczbRUP8BrP5egNUmGqvT8KB8MferXivRuGbZjPPgTt, 0x176687190db801651f887583511d421472526c550444982caae1c69cc8810a50, 14820036, 23.3436, 2012, 2023-03-27 07:45:00, xcmpallet, reserve_transfer_assets
14820027-3, 1Rq8dhTNc2xdcpXCvxs9twSLTNAUtoF7UJm7rjYeZfUs6Xo, 0xf14915757318e8bc95118945d1e3d5d872e293af8d6c1337015aaf06aafa871b, 14820027, 100.0, 2000, 2023-03-27 07:44:06, xcmpallet, reserve_transfer_assets
14819762-3, 143gyFgk9Y3Qp6oF2X5VhBwDHStMBojBumt5JPKrfwDuf6dV, 0xffdd0a44fb7548ada07984676dce55a7d0e321fd3bb95330a643235bef19835e, 14819762, 177.01652, 2011, 2023-03-27 07:17:36, xcmpallet, reserve_transfer_assets
14819619-2, 17CrgmtEnqEzExqyNsLF2rA4wWqp78odHFicePtCDMhMMrz, 0x54974fb4affc8066349500df6e01c4679910dbb35fde40a4fbad9b0338151541, 14819619, 0.1, 2012, 2023-03-27 07:03:18, xcmpallet, reserve_transfer_assets
14819609-3, 1NMDMejkt7hQVhH1cyiVe6nvtxkSNy6H1MBdcY81Q8cCGtG, 0x806192a363d06d0c22ff39ce941ce2f3447b7da0a155995bccf2e35f314b7c19, 14819609, 3.18082, 2030, 2023-03-27 07:02:18, xcmpallet, reserve_transfer_assets
14819368-2, 1NSSxZQ44DfHUF3xiosounfduASzRXWp5Crzesr6p9m83HX, 0x0046a9615b8c458c76ef75855cf9b3445941415467526a59ff91aedfd87ed4f8, 14819368, 177.01654, 2011, 2023-03-27 06:38:12, xcmpallet, reserve_transfer_assets
14819320-2, 16GWA4GDyWnADPi1w3NKKz5Si1c6C1XPtqrYVvc62qNdABrV, 0xef9e1bc5c607b6f8e9a2d257b0f1a41a255b725240d0b95e149c073c8ccf8b27, 14819320, 0.70857, 2000, 2023-03-27 06:33:24, xcmpallet, reserve_transfer_assets
14819158-3, 1xBqF6GRad671CdHtuGS6RSHW2VhJDACxmf9Ph8Fy9NuwRY, 0x5127948d8ddfa5bad931ea782ecae12635f1a35f3999ff4fdaceb0f4a5479a28, 14819158, 0.05968, 2012, 2023-03-27 06:17:12, xcmpallet, reserve_transfer_assets
14819097-3, 12L2LH1oTcYfZBpENjdAqZxbkK6eenioXFqjmjGdVuTDuyUM, 0xa66c0d965ea9bf6732814438f5bcd991dc79e05a375e3994ffea0697e2f418ff, 14819097, 3.0, 2012, 2023-03-27 06:11:06, xcmpallet, reserve_transfer_assets
14818928-3, 14TATZcYY9LMAsWU2dMkGBY8yVxsF9kLb2bqXz57Mbmxf6pE, 0x34bb9e4e39137be24a7f4977fc45490b51a20f201a90573f1cdea18166dc8e8a, 14818928, 12.73448, 2000, 2023-03-27 05:54:12, xcmpallet, reserve_transfer_assets
14818743-2, 16MGqskqEFgkqEaY8vo6FKmECcx9uSeYGC3EbNKFyNaEJoaW, 0xc191bbd51c877af2810a8cd9df080403b1d180084ac8a8697e5b54c5c594905c, 14818743, 11.73387, 2012, 2023-03-27 05:35:42, xcmpallet, reserve_transfer_assets
14818557-2, 12L2LH1oTcYfZBpENjdAqZxbkK6eenioXFqjmjGdVuTDuyUM, 0x95e7e88ddcd5439ccdede599a556625d1d51d132f69d99f3b9dc3bb5711e6914, 14818557, 42.0, 2012, 2023-03-27 05:17:06, xcmpallet, reserve_transfer_assets
14818357-3, 14thQw73DBZy3QUdbByLmjSTvVnF79fKrFAETH7AnYgNZx2z, 0x7fb711495bc66c3a27600665679a7c7a9c2132812d33009b8ce1fad3246fdd83, 14818357, 20.0, 2000, 2023-03-27 04:57:00, xcmpallet, reserve_transfer_assets
14818327-3, 16XkNPSmcTEr9kh7JMAb1BKCXaujtN71HnBYctEiHhGxwiRA, 0xa34f8bc2c485fb5ba8623f6a89863e8534b4a52a8b5b45eaed3f5faae09a98da, 14818327, 1970.0, 2012, 2023-03-27 04:54:00, xcmpallet, reserve_transfer_assets
14817752-2, 12N2e46nScr8M5JK6MqzjEqcbMsQkxVvqdUgchzYwsNkAmt5, 0x138b9debb5319fd9b08dfd16e6821bf0796dd3cfb8f39ede2138695d314d1cb6, 14817752, 400.90144, 2000, 2023-03-27 03:56:12, xcmpallet, reserve_transfer_assets
14817597-2, 15dVLzeXeoEVtVCPDz9PquAmy5bRSKJUTDq1ktic8ijHoN6U, 0x935955744dae67060a1d1afbf30dd7e884b800cd5ec19b1a5070a7b1452fb881, 14817597, 30.04932, 2012, 2023-03-27 03:40:42, xcmpallet, reserve_transfer_assets
14817543-2, 12L2LH1oTcYfZBpENjdAqZxbkK6eenioXFqjmjGdVuTDuyUM, 0x0bccbf697caf68556e10491e3140df936eaa4d0f98d1e986e2beab00c5a728b1, 14817543, 26.0, 2012, 2023-03-27 03:35:18, xcmpallet, reserve_transfer_assets
14817314-3, 12xyRsGhEZ5r1KLEQqWHBLyLJCx86q5dAdScDFiHk6HGcAAY, 0x7de41f949f2c3cefd0082af1084d490809217c22c3ee092ac3d54643d47dc1d6, 14817314, 129.88111, 2012, 2023-03-27 03:12:24, xcmpallet, reserve_transfer_assets
14817210-2, 14tye3sQ1L3z3p4DSKhvhbXFMW6jQfFQYFd5xi4LBhJ2TJem, 0x05d0cb9a92c332142a80b336c39c980bca7c6270f461feec34b7bdd995be5fad, 14817210, 400.0, 2006, 2023-03-27 03:02:00, xcmpallet, reserve_transfer_assets
14816881-2, 14JTi96CgZp7K4FvxMJ1ZEk8bA4d1DvYF6wjCzUKeL5PuLvH, 0x7c0766d1a1773962164a13a57c54020f3991f7810e5ea2c2b51166367328115b, 14816881, 3.80853, 2030, 2023-03-27 02:29:06, xcmpallet, reserve_transfer_assets
14816791-4, 148y6VmkBXnJzxTRYCQj96bznE9brtKDgSFXDFCEAEBPYZzY, 0xc5c34f4f25fb7b33ab98194374bf11ffab1170d997cb0588248686d9c9912ec5, 14816791, 130.0, 2000, 2023-03-27 02:20:06, xcmpallet, reserve_transfer_assets
14816737-2, 1eKPQ99sqfMEWDtxoLhTj9UTYuC99GBC75PKcgYZHETE198, 0x5b85fe5876ae8a3281063959b8c6024d1fbf335257d67eb5510214a69cf39eb8, 14816737, 20.0, 2006, 2023-03-27 02:14:42, xcmpallet, reserve_transfer_assets
14816598-3, 16A9v8YFPCSEppigExPpczArm23LEPrDyvXE1kcXEEkb6V3n, 0x50c40cd6ba17a1114bfc590008eecef904e7680a36ee8a736b22a229ba2dd39a, 14816598, 3.95, 2012, 2023-03-27 02:00:48, xcmpallet, reserve_transfer_assets
14816566-2, 12dxicmHxCd5RTjehxDqWY2vgaoTUDBZm2wkFjd8gaeNfzMH, 0xe4080f1aa5dbe9a6e9afdd8152c09ebca749b6db2234ca68eafd5e9b5a891822, 14816566, 8.48669, 2012, 2023-03-27 01:57:36, xcmpallet, reserve_transfer_assets
14816442-2, 15FwHfAk2Yd5w1pP3mMGFfSswHhWyPdKFqbprgjz5LJQqBqr, 0x3578ecd0bc2a37fa717a86e5bde725698607250393e31a35b5cb3c282d05f377, 14816442, 27.5, 2000, 2023-03-27 01:45:12, xcmpallet, reserve_transfer_assets
14816253-2, 129MhGbzExufWTDAAvfERApUBZbYhWPKG9vY6s4kyWkGxuHj, 0xf1aeb6644f0b4e356413a58f3f82204ccffc5365a9df86e82098403931e20d8d, 14816253, 46.00021, 2030, 2023-03-27 01:26:18, xcmpallet, reserve_transfer_assets
14816128-3, 12dSQxk37GbKJwVQ8EtotwAQEDiuqLaqKGTrj8oGGGmvTAcL, 0x6ad6fcebf4ae0d3485bc37d0f1b7246210c58fda59403d7903c2ad1fadb424c0, 14816128, 340.0, 2000, 2023-03-27 01:13:48, xcmpallet, reserve_transfer_assets
14815742-2, 13YrxS7CV1N6BreT94sjUUtHUnmZvQoJuCpDruZhL2zA1A2F, 0xb58fd4b52a67706c59eac310f14cf05851190cb50d46d3fd4a7f6a974ce92311, 14815742, 410.0, 2000, 2023-03-27 00:35:12, xcmpallet, reserve_transfer_assets
14815703-2, 165acVEim7vydnXkhzRKPN1tFk9ba9wDVUN1JzMvGHUco9T3, 0x0aaac50e5e029029b1926571fb659ccb1f2a83b4070b620f295c77333165fc51, 14815703, 73.0, 2000, 2023-03-27 00:31:18, xcmpallet, reserve_transfer_assets
14815199-3, 1jnZQnSS3BL5EJQ3ep53i5WyMEqDFmf1aHq7VoccjfhSmRf, 0x81e47751dc3f74da630782cd423f613d6b8fc4a2f3d5c44aefe74f0d7a37dd83, 14815199, 15.225, 2006, 2023-03-26 23:40:54, xcmpallet, reserve_transfer_assets
14814893-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x5bc109b8bf1a9cae07168c19300992c17aa53846ab7a17a6b1ff0b696a9c6ac3, 14814893, 100.0, 2012, 2023-03-26 23:10:12, xcmpallet, reserve_transfer_assets
14814891-3, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x85b4ba8dfa24c5c1ce7c3e368be4f043bf77c92617f3be91ccf1968a3aaad469, 14814891, 100.0, 2012, 2023-03-26 23:10:00, xcmpallet, reserve_transfer_assets
14814883-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0xd993f9435bc6adb1d3fc461a048b53b8e631be71240446dacc962db74a6f8080, 14814883, 100.0, 2012, 2023-03-26 23:09:12, xcmpallet, reserve_transfer_assets
14814881-3, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x45c97ef1b208d18b2618726b579e94b5469cd71c2f2f33466540c0f15c356098, 14814881, 100.0, 2012, 2023-03-26 23:09:00, xcmpallet, reserve_transfer_assets
14814875-3, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x168efa12caa9a145f2a9f3b08549def2dc0a80fd2f59ef9ce37686b587df9791, 14814875, 100.0, 2012, 2023-03-26 23:08:24, xcmpallet, reserve_transfer_assets
14814825-4, 12L2LH1oTcYfZBpENjdAqZxbkK6eenioXFqjmjGdVuTDuyUM, 0x537b685123f82123efd16db37aaf2fc4b8179319bbf7b8def1f55d0e10d3c882, 14814825, 50.0, 2012, 2023-03-26 23:03:18, xcmpallet, reserve_transfer_assets
14814743-2, 16A46B9y4s1Cr6k4YsRKdJj4xNtt4WgFKJmDtZEXVpVLjg3B, 0x948c237ad5bb82bc045302d34e4b0cb1c4635fe01e163bb6326ad686612dd8b8, 14814743, 16.60492, 2000, 2023-03-26 22:55:06, xcmpallet, reserve_transfer_assets
14814695-3, 12TSyXBoZsEzo7GUyxxbH3c39X951xg2AoL1iZBbucwB5woC, 0x3a00a974662d05cfa6d1e5dadfe6b02b501d9e935fa27483b4a2190353415673, 14814695, 0.09946, 2012, 2023-03-26 22:50:18, xcmpallet, reserve_transfer_assets
14814420-2, 16J88tZ16AaQeC3Fs9d7gGjJmjN78cgWkyYdrC34xPUb3MZq, 0xeed8a069307413ed5e4588ef0fadd48aa1b177d78718ea29a562b68f257ed4cc, 14814420, 10.82781, 2030, 2023-03-26 22:22:36, xcmpallet, reserve_transfer_assets
14814360-2, 123jv5zMPLJePMSf6rFVnAyfWn3KspjKmJb55cVtRGs2ejhi, 0x03ec940c2a40161509143621c0f83faee242fb39b4e80d4ad50ed5552c08befd, 14814360, 50.1647, 2012, 2023-03-26 22:16:36, xcmpallet, reserve_transfer_assets
14814345-2, 123jv5zMPLJePMSf6rFVnAyfWn3KspjKmJb55cVtRGs2ejhi, 0x5dbf493fe70a773aceab37c77049ebb12d4e96da3c508db5649b7568e9cca5af, 14814345, 1.0, 2012, 2023-03-26 22:15:06, xcmpallet, reserve_transfer_assets
14814319-2, 1TX8zyo29drV31opUCTjq3BU1dTJgXHxYd53tPxBNyk6qHf, 0xb344f97352dfb9316ce13e8b31a97436490b0f286cb386366069a79b804764fa, 14814319, 2.79, 2012, 2023-03-26 22:12:30, xcmpallet, reserve_transfer_assets
14814240-2, 14iBuYWureJ5GewHftRMCVxANbdoS5qBAWFq4Ga45FUHK1uB, 0xb82a72508c0f5106e02f054a106e263f2b7c9a778909b8c2011b1c7ad942ef5c, 14814240, 1.5, 2000, 2023-03-26 22:04:36, xcmpallet, reserve_transfer_assets
14814212-3, 167Qys1q1xutemwxTKtotFXUofqXMtKvRjSaModVW4ZG79Zm, 0x25076ce0edafd3d27e8acbbb5f18f67a579b9b18ce66012ff0272100f484ea35, 14814212, 17.0, 2012, 2023-03-26 22:01:48, xcmpallet, reserve_transfer_assets
14814167-2, 15QCcqkgm25VQFFk5KyYKME1iP9sRcJzXEYRVZ7uHWpxHuPA, 0x65378287acd0ed9a217346fc40487bfe72be69ac9e6b3dd9488562164a94aed0, 14814167, 0.84248, 2000, 2023-03-26 21:57:18, xcmpallet, reserve_transfer_assets
14813759-2, 1hU3cD1AHht7tC1uH3ZXyPZwNz2TAZVdzVFEbWo1JiMhew5, 0x19b63b2ac013cf3e4f30662da160bf8e10823dc213bedd9180516f4e2f89f5d2, 14813759, 15.11995, 2030, 2023-03-26 21:16:12, xcmpallet, reserve_transfer_assets
14813626-2, 138Uziu7suP23QGpcYgbRS1J3nkRXAAPfcwRX8EaYtLnYRn8, 0xac3ba13632e804b1283e08de8038cae1d73b3bd10cc775c30f1b76701757a605, 14813626, 203.8331, 2012, 2023-03-26 21:02:54, xcmpallet, reserve_transfer_assets
14812669-3, 16SK2ZoXX3K5dWqG3VjBb616tqJ1NRGGDnVsaM6KST1r4m1D, 0x3943f6e05c830cce46cf29960316698fed524a438179d4de822f2ced4d70dd73, 14812669, 3.1525, 2012, 2023-03-26 19:27:12, xcmpallet, reserve_transfer_assets
14812650-3, 13Y5RKYFxT7uTgk29CmT2uxBAtARmDF22868pkHZMxgzhVMt, 0x38f5538e57bf3df669ae4b6cb500ec4893762b7f55b89c5525eb51030febd4d9, 14812650, 3.035, 2011, 2023-03-26 19:25:18, xcmpallet, reserve_transfer_assets
14812642-2, 13DqMYenWQcfriwcNjkvtgHrD8fTfnULJmrZgAAKEMQvH6YD, 0x746b7633fc2df83e55dd2cf92380decce952c34a988a28470126213c9b244178, 14812642, 3.1655, 2011, 2023-03-26 19:24:30, xcmpallet, reserve_transfer_assets
14812629-2, 16MAjafxAhjL8FvinK9Q353EwULKdTirj5jeEQt1i4xoBD9t, 0x337abf9f21b9fd003356930e4cc4bd6fcc2f3489bf52603a984fd6699361d816, 14812629, 3.04935, 2011, 2023-03-26 19:23:12, xcmpallet, reserve_transfer_assets
14812390-2, 123RuUwodKMsXFbyuCUBXMdZpHQtGhRrHwuXX2TMi99WsUWM, 0x5d0395990d4e01c5da093704edf5659df9fdc447cbe4378c3af923f28aa6cfcb, 14812390, 100.0, 2012, 2023-03-26 18:59:18, xcmpallet, reserve_transfer_assets
14812297-2, 143da8nEGZxno2uRM3KQGQScoszFipRrJ6kjYrRJ6LpfQVwN, 0xdef108f6aebf9101864b1d177c79c69da4a9c674f8a56c1c994eae78bbf666be, 14812297, 0.30021, 2030, 2023-03-26 18:50:00, xcmpallet, reserve_transfer_assets
14812263-2, 123KS8XvKK6a5MRxoTNwCEWNcT4iP55UJxC6GLUzcKZFreWN, 0x831425ef8bbf2d6feefeda04d8b69be16c376e67747c7bf39625198331c2d857, 14812263, 100.0, 2000, 2023-03-26 18:46:36, xcmpallet, reserve_transfer_assets
14812252-2, 123KS8XvKK6a5MRxoTNwCEWNcT4iP55UJxC6GLUzcKZFreWN, 0x5008c99aec5e4a216bc5df0563dee061ae11d3fc31bc3ab8fac883ebfe7dbc77, 14812252, 65.0, 2000, 2023-03-26 18:45:30, xcmpallet, reserve_transfer_assets
14812210-3, 12gcwgucykDBBrJFuGxaE7nCsYvkmiinRHgGeiXJFM5qV933, 0x44eca8f258bb39cb833fafa805b4d65f70a1f9a9d9d9b67bb0c3f088dfa7ef33, 14812210, 1.00021, 2030, 2023-03-26 18:41:12, xcmpallet, reserve_transfer_assets
14812095-2, 129qTrLv2aum1863CGqzSJrpcudSkZ3Z6emkW2kyrYBMZJiD, 0x08380bbb4a251618eba19460a3c8d14fa27711b92d34b088604d6756f148462a, 14812095, 3.06, 2000, 2023-03-26 18:29:42, xcmpallet, reserve_transfer_assets
14811792-2, 1635AMQRRAV78EyHi4SkNhXS6HySDgRH1ds3TbYyr5Z9GWUE, 0x3914a444d77d88f47a12df1537f46d29b8a0af73f43650bcec7e2a2517c87942, 14811792, 5.00021, 2030, 2023-03-26 17:59:24, xcmpallet, reserve_transfer_assets
14811769-3, 12bHx9ozWnN3yFJptn978AkgheQm2xyCA76HowFj75HRGSEo, 0xe333fc0cb0ac590480f3ca13c0865d3491cf07d39625bdb4bc51725f4495566a, 14811769, 1.00021, 2030, 2023-03-26 17:57:06, xcmpallet, reserve_transfer_assets
14811733-3, 13v3Gf7FusDVVssoWaLZhJiqk56UutJ17pCXUp9r5sjUqiAV, 0xa6af7794258df2cc7ce455f6be9d773b577221d1074e114abd59d088f50406a3, 14811733, 2.5937, 2012, 2023-03-26 17:53:24, xcmpallet, reserve_transfer_assets
14811693-2, 1q8Vhmo5yVtCf4JwdHX9wf5S8XLPNugsjC8B6jnHfj74taU, 0x1ec39e5a1dda17a5331b1b974057cc66b21661e96b5117dee4cac82448e938cc, 14811693, 31.0, 2012, 2023-03-26 17:49:24, xcmpallet, reserve_transfer_assets
14811685-2, 13DjqFk3eUq1r9Xkxhbmeeg954poyA8psCVZ3EZ4u8Wvsgyt, 0x5b0af1bc0917c1d1c66946a88462f47e47eb82bdd56c01b1f3f795f6b412be89, 14811685, 25.27543, 2000, 2023-03-26 17:48:36, xcmpallet, reserve_transfer_assets
14811172-2, 1nYj95GmvbqjGBPtARE7TaebTGCirTw8biiM2CrddfBrQuo, 0x6677caaedf82cc69ff868cd899f4c479bdd27eda3452d2744567789ce305b4b1, 14811172, 17.125, 2000, 2023-03-26 16:57:00, xcmpallet, reserve_transfer_assets
14811048-2, 12myuCSDCj8p7NYe8mA3zdnG1f5kk44SbYQS4PU2cZmwn6Qc, 0x008dca9c52fd61892b026cfeee8379cf849daad3ed0f16c1cfdf749cc7327c18, 14811048, 18.0, 2000, 2023-03-26 16:44:36, xcmpallet, reserve_transfer_assets
14810927-2, 13KKkUtWoTezYowx81b8oXzP2BTVYWbY5qFySZFrZDK1YA2q, 0x9dc18c1600cbde59e9b201cd19df84eb9f0cee28299a80e64ec59f362554bcb0, 14810927, 1.00021, 2030, 2023-03-26 16:32:30, xcmpallet, reserve_transfer_assets
14810834-2, 138Uziu7suP23QGpcYgbRS1J3nkRXAAPfcwRX8EaYtLnYRn8, 0x339c42bf733930a8e0bf6c6a882baea9aac3c7c15c60af6f102f57add0dae745, 14810834, 4.72574, 2012, 2023-03-26 16:23:12, xcmpallet, reserve_transfer_assets
14810800-2, 15vrYZRDUmzXCADCB3XgJUhegzNrfH4Xdr4DwaCumTfVA5RJ, 0xa754490da5e258bc340e0adb27b5da4d1fd7ec993f06a3303439557f286010d8, 14810800, 265.6682, 2012, 2023-03-26 16:19:48, xcmpallet, reserve_transfer_assets
14810796-2, 12432FWHRJgtbFRdLQsFpWrsQHdhWe4ZaV8qx3jydBgfb3pL, 0xb7a0d93a88f74c1d4803bf61adc06ee814405576c83ebb9125d575a2009b845e, 14810796, 3.1, 2000, 2023-03-26 16:19:24, xcmpallet, reserve_transfer_assets
14810790-2, 12eEhvzhhi3D1mTxh7q4tExnPdhbJjuYYbW3krNPKjESBXz4, 0x0320e4aaede0d5efa15733f76721f1173d857c37d29ea6e3e946ab270da43508, 14810790, 13.90111, 2012, 2023-03-26 16:18:48, xcmpallet, reserve_transfer_assets
14810106-2, 13dkeJJU6vpPnwZTGu9wyw8BAiXRsmHiVYKPHbSd3pEktSDj, 0xd131b5d3d5ad1048e930207cc2cd1567f0c43b5e42ef4da905fe12e5f19bb126, 14810106, 10.54111, 2012, 2023-03-26 15:09:54, xcmpallet, reserve_transfer_assets
14809958-2, 15KAgJQbZ48USM3aTsC1Dab9rJYomcYkDeL6rPuSBdPA3SdB, 0x0b6c943dd6dbaf1eaeb1ac87cef8527d3592be4a0c8b020e7bb98fa77e2acbdb, 14809958, 197.25, 2012, 2023-03-26 14:55:06, xcmpallet, reserve_transfer_assets
14809634-3, 13B4Hqnj3M9kuA5hFsE2j1JW1JvgcfGVsft7CVpnBcjQKYhf, 0x18c2f6cad003f6da38a5d6668b9f74386fc740486e0371cfe1c65c43b8f800bc, 14809634, 98.01666, 2011, 2023-03-26 14:22:30, xcmpallet, reserve_transfer_assets
14809047-3, 14KT1ytJkvxEvqzvL9c7ceGQC5DAKUiphviyVxydfoz5MeKG, 0x1493fe3f570ea95d75685c3aa3f3bf024760596b79a9a09e08c8868e19ae28d6, 14809047, 5.18114, 2012, 2023-03-26 13:23:42, xcmpallet, reserve_transfer_assets
14808929-2, 15zeB3mTHYEdUSCQtg5SWCxzdT8NP9WicvkfTXivZwyTzeKx, 0x821d4fd8abed53c8d212977abc6ce4118dc70017ee9409c8c0d539fa97014de7, 14808929, 341.0, 2006, 2023-03-26 13:11:48, xcmpallet, reserve_transfer_assets
14808396-3, 13b3ZY2Cfxi5nhHogbb4dP7AUeEkAWghwJ5LZxc3hXiccL45, 0xa015d64dfaf3641dddc7b8996ccd93891db9463786baa83deac56daf62ef9aaf, 14808396, 40.0, 2000, 2023-03-26 12:18:24, xcmpallet, reserve_transfer_assets
14807938-3, 15wyA9axWamAAXzm3546Ga2WSR1QYSx8x6hsmTJ2J91U6UjX, 0x369d729c31d2911e7d6e6873d061e5a8ea4a7f2a2ea790dea2b3bd36ab728879, 14807938, 24.14889, 2012, 2023-03-26 11:32:30, xcmpallet, reserve_transfer_assets
14807585-2, 13NYD1m1EPgZGuT3UayY8rNoumrepyP8Cp63gLB7f7spUPZg, 0x153be7a4f7797391c80a50c686e7000b1eff38900338e4ecab9c6f47cf8b204a, 14807585, 419.0, 2000, 2023-03-26 10:56:54, xcmpallet, reserve_transfer_assets
14807501-2, 121NBHKNhwekFv3XAdpopx3sP8kGxYToHmd4THukYx5iVTXp, 0x78b5c6bb467c7258582c2721c741c077c51e2a491cbb329347ac665c5ab1d778, 14807501, 1168.78226, 2000, 2023-03-26 10:48:24, xcmpallet, reserve_transfer_assets
14807434-2, 12L2LH1oTcYfZBpENjdAqZxbkK6eenioXFqjmjGdVuTDuyUM, 0x4e2908824c2e291b91f03f2001dd00c88b138b946e67b401547fca1a0141d1a4, 14807434, 68.0, 2012, 2023-03-26 10:41:42, xcmpallet, reserve_transfer_assets
14806805-2, 13ELwqaUy6VsCud4H7fVR3YhGpLA6Tm9ahvgcr4RySNpKzqa, 0xaf4791aa4b78d21540c9d8101104e6aa5c98246f74af6f22d1b6979845f3f593, 14806805, 48.0, 2006, 2023-03-26 09:38:36, xcmpallet, reserve_transfer_assets
14806292-3, 12deKipTZafNc8HfmxHi9tyL8FcjjZUEZhEGqaT8JZwMsjAH, 0x20974dfa68f9004bea589fc4b819bd99fbd7f5cffd9106dfe9e4b0584a1b5d5c, 14806292, 12.0, 2012, 2023-03-26 08:47:18, xcmpallet, reserve_transfer_assets
14806206-2, 1C5gFHjiuCSXtTdS1Eab2zfLMxsLg4FB2KqKBTkBWRHEni5, 0xd5d3c7e8ede2af49e040d0ea09a92aac87870c34dc401a182c45c414b46516fb, 14806206, 1468.0, 2012, 2023-03-26 08:38:42, xcmpallet, reserve_transfer_assets
14805829-3, 12ENHT3aAk5PYWDLScoJ8nxJ5EKjvH1naA8WRN3dePgyeRtX, 0xfd4f6450054ce232b2f3a2efedd9e7197ca3551fd8517b1011be54df7a96f663, 14805829, 0.0119, 2000, 2023-03-26 08:00:48, xcmpallet, reserve_transfer_assets
14805804-4, 13BfVSppwn7oUHtnKxQq95tLHNnJLBix4U9jWEpSRCAFKfkd, 0x829800f72a10d6ddcdb9f316dee34c2153ed0f06bbad3441435a9a67c34e49e6, 14805804, 7.26139, 2012, 2023-03-26 07:58:18, xcmpallet, reserve_transfer_assets
