17322288-8, CsgKxmpqzhGoQauZZ3RHvsWQGwLFXcHgBwxZjMa9tYAMpQN, 0x8674eef547b72ec91a88cb83a099e04c15b46760dd3205ae4256df64f23a035f, 17322288, 9.3, 2023-04-03 22:59:30, balances, transfer_keep_alive
17322207-4, DGdHdGFmps5kH6EUsuazv4d7dZfmtsWhGh8Byn3rCCu1sja, 0xf3e636b2c8d04edca9c57465aa997101a929c0cf311d10b41cdbc420298c6c62, 17322207, 13.787, 2023-04-03 22:51:24, balances, transfer_keep_alive
17322185-3, DBNFcuMJj21YV7SUKe5Syjwian8yCuHKeF1pfoSuq2CpYPE, 0xeb4ebd1ab6177b12d00e00c93291a478d72d6838e96e0490a38b0b77310816ee, 17322185, 18.2, 2023-04-03 22:49:06, balances, transfer_keep_alive
17322073-6, DMQLuWRzN8BYmJ2XQ5pDoaRHJWa4HWqjPrV9Qa7cfTBs9mn, 0xc4f92e8e63f6a9a29fd830fff48c1dc8731e47f1b8d8f0b27225723079e34859, 17322073, 50.0, 2023-04-03 22:37:48, balances, transfer_keep_alive
17321857-2, Fkt3Hshg4oSDgX9BVWu5d1ypSVAToq5B17QJaMQkQZC6zTG, 0xd11f1823f5e0e93ec2f5b59a60d20e1b07cd5fbf78d084e581bd803265c7f3f9, 17321857, 29.0, 2023-04-03 22:16:12, balances, transfer_keep_alive
17321855-2, FwFRAinmC7QhX4GMpHGSskeHKNLwXwiKmeV8xFrHJBvCASV, 0xcec3c9628308ece48e7f007ba0189aabdce254ed3bec857b8f29ffac7f25cfb0, 17321855, 29.0, 2023-04-03 22:16:00, balances, transfer_keep_alive
17321852-2, EXU4EyaVSSUXEwmojFSM5FpobHGvEJdXwoyWT6unnBp7cVd, 0xea50872de41f2553f65764670a46b0f6fb29de3f6908f9111d77620fdb0cf244, 17321852, 31.0, 2023-04-03 22:15:42, balances, transfer_keep_alive
17321848-2, DxACV4NfejVSHbTt6WjvGbSRP4pBBfpGUEA1UChHkFADtfo, 0xf54f4104316e7f33f20034afc844bd83a9aba8a4b9dbe0104dfb39f2d4e06d0a, 17321848, 3.51036, 2023-04-03 22:15:18, balances, transfer_keep_alive
17321847-2, E8JNobE79NtwFmbtYzX34utzPcfjzeCVkrwWaKa1VaP3j5Q, 0x54f9f544fc6bd76c06e73ee35b9cdba0d3b54c990e45a309e25fff0dbf7faa08, 17321847, 31.0, 2023-04-03 22:15:12, balances, transfer_keep_alive
17321842-3, JLceLyJ3MTQsoxo8y9GpYgmiGwhg6JNjUicza2GBYFsPei6, 0x8b1b35cfe7569ef78e0424fe2c7956d9365a9036bff96153526361a71c8fa5e0, 17321842, 30.0, 2023-04-03 22:14:42, balances, transfer_keep_alive
17321842-2, CxboeXiQDAYguMUTHKguEDg26KGi7k9tw3Xi51ko9hWyTMS, 0x9633723403b56d0ccb49d2082afd0f3ff6a83180612318bef099ed4b3bc370e9, 17321842, 50.0, 2023-04-03 22:14:42, balances, transfer_keep_alive
17321837-2, CoeQSS7LQcVR2z1vkXPrRojQjtDEfn6NDosRF1Hp96kuQSE, 0x7cb3629612a766c4800f02aa37490f8b88a131be8a51f4f03bb40f4fbe367add, 17321837, 30.0, 2023-04-03 22:14:12, balances, transfer_keep_alive
17321826-2, H1j5tYoXRSmeh4SGdSNV3NjHstyeLa6ENYhJx1eZJGroTN4, 0xe4c6dacfb5ee9173d921359da7c25fd6c178432a9766e14473adbeeee13037d5, 17321826, 112.0, 2023-04-03 22:13:06, balances, transfer_keep_alive
17321791-2, EUJNoT2KVJM86u9YcNQhFFgzPSkm57wBECBZJrkZVv7oEbV, 0x243c521c9fab1fc9cd04669f4110092d73f550dabd3e0f4a47fbf03335b71ac6, 17321791, 15.95939, 2023-04-03 22:09:36, balances, transfer_keep_alive
17321671-7, FPVH9i8AVzL7qaECBjbXyjWgLzpfkyhhnR6nsYbrusSmPo3, 0x8051e35196d4703dc5582af6a3270f8ea9c1830595a39536ca99d2c8ee9e94c9, 17321671, 1.02574, 2023-04-03 21:57:36, balances, transfer_keep_alive
17321653-7, CxboeXiQDAYguMUTHKguEDg26KGi7k9tw3Xi51ko9hWyTMS, 0x689053135f891e59006697c85899511a81c6ec0830de300ac5d614c522210209, 17321653, 10.0, 2023-04-03 21:55:48, balances, transfer_keep_alive
17321648-6, EfvQcWbWLk2NMddstpXM4y5M66UU6yCXFop19WdxXTxLEsN, 0x07d205baadab73588b1945321cb09c7992a06e3b412be2df6e4f814ba5415bb8, 17321648, 59.99947, 2023-04-03 21:55:18, balances, transfer_keep_alive
17321612-4, GCMGu8sjEuEZuMZavo5PLvAhr8fJXAty76jDV1YPquG9erp, 0xe8354e76fcc7061a8dea38d5aec9fa181872afb3fff20583c54f16288d00e7ea, 17321612, 60.0, 2023-04-03 21:51:42, balances, transfer_keep_alive
17321607-3, GCMGu8sjEuEZuMZavo5PLvAhr8fJXAty76jDV1YPquG9erp, 0x45e1612a058dce3efed10ddfc57ea6b7c3e1df2bc105b45a483603c7d59f429c, 17321607, 5.0, 2023-04-03 21:51:12, balances, transfer_keep_alive
17321570-3, HyLisujX7Cr6D7xzb6qadFdedLt8hmArB6ZVGJ6xsCUHqmx, 0x9c649be867dfb8196dc94cc6203dd7aeaac9d28d10b5be2e8415a0c0110f86bb, 17321570, 496.876, 2023-04-03 21:47:30, balances, transfer_keep_alive
17321499-2, EM52dD9STVWj4uA3sNyB2Mr48P2WmYDXwN6GxS45LANQrWY, 0x5260341240c1dae46cc9da63d49650c9b31637bee018219797c5e23f88629cd0, 17321499, 5.5, 2023-04-03 21:40:18, balances, transfer_keep_alive
17321221-2, FyLYnuNoMAVkz1VZMMGZFHDPghQQm1916fCon1CqNt2aXbX, 0x940ee52f340c1c73f711eb44acb3b79d546c73854ccc7e6fda7effa5615cfa07, 17321221, 7.0, 2023-04-03 21:12:30, balances, transfer_keep_alive
17321172-2, HERTWZK4ZpmuXsEgW3UfL5x27XCdT5fE9x4QRbyNWifafdU, 0x567582af8436a9f9434e7129b4abe6c3e1150d96c8c79b0eca7f0aa8647b2a6c, 17321172, 360.5, 2023-04-03 21:07:36, balances, transfer_keep_alive
17321149-2, HERTWZK4ZpmuXsEgW3UfL5x27XCdT5fE9x4QRbyNWifafdU, 0xbae4e3eb331dfdb1344466a5731ceef17612eda4bff3f1624414fd51a280d44c, 17321149, 50.0, 2023-04-03 21:05:18, balances, transfer_keep_alive
17321147-2, HERTWZK4ZpmuXsEgW3UfL5x27XCdT5fE9x4QRbyNWifafdU, 0xf4dcc2fed6ad741704370089be0af48fff546df74e6f6af50661ad784bdc9012, 17321147, 50.0, 2023-04-03 21:05:06, balances, transfer_keep_alive
17321116-6, G7UkJAutjbQyZGRiP8z5bBSBPBJ66JbTKAkFDq3cANwENyX, 0x9349ad96551a66fe0e6bf6793936093e001c255adfbd44eb9efbfef192baca51, 17321116, 199.992, 2023-04-03 21:02:00, balances, transfer_keep_alive
17321085-3, GwJzx6TtGRzGVUCr4STJfvz6dwyN1pEty2sSxv3VA4zJXWy, 0x1f57337122af068f07455cc21effdc275f023bb5619c077924437ef34763299d, 17321085, 23.4, 2023-04-03 20:58:54, balances, transfer_keep_alive
17321057-6, Em21zVfzJXtnUUzNDg9n6Y5Ri8VzXe1HenU9YZxvThd4nbk, 0xffa286b6950e1777c71b094f5be4eacd8e8477af781c1cdb201ea0defd420548, 17321057, 5.0, 2023-04-03 20:56:06, balances, transfer_keep_alive
17321007-3, E8255pcgpHFuUJT4nsQRGiEU1z4oRsvs9PgCRiUTUL17xPj, 0x7a30ef5f55ebbd312f6705cacef1f68316c6214c761922dabb9de5fbdf71a688, 17321007, 5.0, 2023-04-03 20:51:06, balances, transfer_keep_alive
17320970-3, FwZcaqeZzXbEwzZy8Fv7xHB4SeAZryDZ35pFZ2bCGvvkb16, 0x21699538d58067b56d2801245850d133b58f1005e62a7870d93c819755a9102d, 17320970, 0.86051, 2023-04-03 20:47:24, balances, transfer_keep_alive
17320948-6, J18bikgBp5hL4CFTLME72Kn7zQz1Hb221BBbdPpAjUPrW5Q, 0x5cd2a8e55769ece0ae28562308365045cf31686c1a330f10fc28ab886caa0322, 17320948, 1.0, 2023-04-03 20:45:12, balances, transfer_keep_alive
17320948-5, FJLTSiZU7mwKo9VYh1L5EvqvWmUrynAa66WfAVKC6u8BDfG, 0x3fd4c49e13bd49767bfbbcc9ba218ae19fbbd2a09868a0babbaaa0e8339bd2e5, 17320948, 3.1, 2023-04-03 20:45:12, balances, transfer_keep_alive
17320930-4, Hvb2UPctNiXaGCoVTASCY2USnEpawQfdcyUFcN2GvzfDiKi, 0x65817e2c56a12eae0ff82510a9f9d7886a622f37afebee370537ab4c6383d7bc, 17320930, 1.0, 2023-04-03 20:43:24, balances, transfer_keep_alive
17320871-3, Fo3z3PjzXmDwq6syocthiSjSadjHY3vbQbv9qwnPP1fFnSw, 0x4b9574a3b5075f6921d218c85672ed9aa9934c2ef8b538a8f2642beef9ce93fc, 17320871, 0.88893, 2023-04-03 20:37:24, balances, transfer_keep_alive
17320849-2, HhvHPzQjAV6RQdx1h7XKL86nB7MJ8Z6MqPYa2rLssft2ovX, 0x8d084267dce66ecc1928bd436dc6f02b9a6020ee52a5e704d6f3944e3bacb398, 17320849, 6.99947, 2023-04-03 20:35:12, balances, transfer_keep_alive
17320803-2, CxqEh4AAoFNQVphdxegsLBagAGs4kXNrdH5p3dGxSFvq5tV, 0xf82d442f195c5c6f4b296813be5cca53c8e587512d59f3e5a6115bfccbbde9fc, 17320803, 7.0, 2023-04-03 20:30:36, balances, transfer_keep_alive
17320686-2, HRYyUiPAxnK5ckFdry6RMLe2MhScV9Co58v9szCGHvTbnp1, 0x8c2c2c9462c1e7d7fb1e2a43ef6d165658ee157f12900eacc2881cde8e1ce199, 17320686, 5.0, 2023-04-03 20:18:48, balances, transfer_keep_alive
17320587-2, EDS6Lrocmk3pA88qhWTFRaZeELrEMe2VngWeJr7tScbGEzj, 0xa7c827c7a5425ef083f1c46e180c3c43e04d6131e82adf2980b456cc4a43bc00, 17320587, 19.0, 2023-04-03 20:08:54, balances, transfer_keep_alive
17320585-2, GJ42c3mHBBo8GyEBCE7iHo2sVQ24kxKDCfoFGCTQPbvdBn7, 0xf1de66ea8b7950d698e4e4e228767886e6b06ea296979f7e5706ca942f6b18a1, 17320585, 19.0, 2023-04-03 20:08:42, balances, transfer_keep_alive
17320583-4, FnkWyxiPmYf9DihTaNcGsUjz8WEf3Pm1dgWmQN5qKWXEmKM, 0xc9f3c00decc501c55c65fe2c86fbad8369af0d993f85934f578d3122addec7b0, 17320583, 49.0, 2023-04-03 20:08:30, balances, transfer_keep_alive
17320580-2, FkoxUii2yhfj7ZR1ci5116MGyAji93GHfHfnGQjPCgTjLYL, 0x775baf66944669389d9965113531c6b00171e63c39c9bfeab56524440b37a4ca, 17320580, 3.0, 2023-04-03 20:08:12, balances, transfer_keep_alive
17320578-2, FkoxUii2yhfj7ZR1ci5116MGyAji93GHfHfnGQjPCgTjLYL, 0xda031262a2a79f6e5b72c92459f81e7fd8e025d7ba7ef9ada6ff66de5f747967, 17320578, 1.0, 2023-04-03 20:08:00, balances, transfer_keep_alive
17320575-3, Cg1dsBmJjNhQSvBG294xYqfvYTaKbMsh3Ky6K7yuqCtfmmE, 0x6f05d3671b3a2ca262fa007d175a406705e482c12c0596729107f3b2fe9a8604, 17320575, 1.0, 2023-04-03 20:07:42, balances, transfer_keep_alive
17320573-2, E7gPpea1VH6hfJNbNoAfBBKiRDvcAcGKF1WDUnFUETurbUF, 0xa6b5d328eb8371854111ee5f86f5cfec772ad5c82a97d8981dd552fd6c995ad9, 17320573, 1.0, 2023-04-03 20:07:30, balances, transfer_keep_alive
17320570-2, D63LnN8GrbXGuM7zHaTDuwXsZBTXR8XxLe4suA3ZYS3yUEN, 0x049515a36cb5a8c3f46c0b0a981ff552ab1ce29d40cad741bb993dbf563fd546, 17320570, 1.0, 2023-04-03 20:07:12, balances, transfer_keep_alive
17320567-2, EMecWzmYYUpazAinTrjvgnwNRmrGYfYvDUbvz2M2SuDXsmZ, 0x2132b05d2fbfe8a37f313da73727a6b945ecda8d44ad46c737ff7b8a7b151166, 17320567, 1.0, 2023-04-03 20:06:54, balances, transfer_keep_alive
17320508-8, G7UkJAutjbQyZGRiP8z5bBSBPBJ66JbTKAkFDq3cANwENyX, 0x53ab225425173b240c3ba41d4f15fda7b7c4cd30b10b3e3a629a1882672e0581, 17320508, 664.992, 2023-04-03 20:00:54, balances, transfer_keep_alive
17320452-8, GCMGu8sjEuEZuMZavo5PLvAhr8fJXAty76jDV1YPquG9erp, 0x8909dc6c438e5334545516dc5d65aad0921e6c96a55eff2ae855bb0fa42f8254, 17320452, 2.5, 2023-04-03 19:55:18, balances, transfer_keep_alive
17320318-2, DweYTBrHWAahhF2tuabNdZ2HixEwWFW7kZqj6r6TtPimqvP, 0x4fc0a74d504d78b3148a8767f9cc478b0c07172450e647e632fdd3bc452b9a1e, 17320318, 3.0, 2023-04-03 19:41:54, balances, transfer_keep_alive
17320107-2, DMQLuWRzN8BYmJ2XQ5pDoaRHJWa4HWqjPrV9Qa7cfTBs9mn, 0xdeacd2ddf8341762557a82ee9728569e39a854866b13a775ee600382fc375122, 17320107, 353.0, 2023-04-03 19:20:48, balances, transfer_keep_alive
17320080-2, G7UkJAutjbQyZGRiP8z5bBSBPBJ66JbTKAkFDq3cANwENyX, 0x9a8fe6317a9cec7c2c5617ebd8a4960209bd54f82234542257a85fa7fac69909, 17320080, 32.982, 2023-04-03 19:18:06, balances, transfer_keep_alive
17320050-2, Cg2Bqvfu4X6z4wvRHx3Z7SjJumZcTALwgcXzR67f1vKDeZi, 0xae915f46c5d3b2609fae38d428ddfe820b0e7b76460f6fc7e6ecfcdbdc558832, 17320050, 0.2, 2023-04-03 19:15:06, balances, transfer_keep_alive
17320028-2, Cr7s2gb69paA9C86wntVKbdaNT8sQ9zBqeKanar6YCx2vxh, 0x5749d5b4fa5b855dc8ad71b30972f2abadadb34d6fb3b3db9af5e1bf401b678a, 17320028, 20.5, 2023-04-03 19:12:48, balances, transfer_keep_alive
17320010-2, FLQv1YKitnBJ8BpXassBgA88jVjekdffT9PPr7RVa9u2CWe, 0xdafffa00f17043aab3f37bca38df7b662bd7f7187a97cf85566eb75784ca8982, 17320010, 2.136, 2023-04-03 19:11:00, balances, transfer_keep_alive
17319872-7, D8RSV8yYxFLfwZxpq17uuhGt2bL5D1m1PhiBRu8eW3eckUd, 0x011a60e8ef58492d128f7832cd8b6d5a9e0d1340fb9b2e29efd42efa4fcec39b, 17319872, 4.34, 2023-04-03 18:57:12, balances, transfer_keep_alive
17319719-3, G4rL8oSSZStSAUZBM9YaGo7vSqtn2XFqNBtsnd57R7pguKv, 0x476409b784c1c6db57c76b6305d0f3e87ff7baaff6e6f4de628b8294b262ad4f, 17319719, 5.0, 2023-04-03 18:41:54, balances, transfer_keep_alive
17319566-2, Gthx8ZcnVbYmYiDcJgMJuat1wMyNvjPiLrLF6TSrtBg6jH9, 0x247cd9cf7eb66539294c46af2168cd9fccab975707d3fefb4cac003122b6f113, 17319566, 7.05, 2023-04-03 18:26:30, balances, transfer_keep_alive
17319463-2, HAHedh5YPznFUPXP14BLFqn3E57FGDhViZMmUhgo77imX48, 0xff3471659044d605ec94bb52e71a4eff9e02db128b225b7e6e11b7f48ef39152, 17319463, 2.03, 2023-04-03 18:16:12, balances, transfer_keep_alive
17319372-2, HmFYPT1btmi1T9qqs5WtuNJK93yNdnjjhReZh6emgNQvCHa, 0x5f40b6da8b1dfcd9821c3ef67b4de13200396f536ceb4ba53df0d16674c5443b, 17319372, 4.21369, 2023-04-03 18:07:06, balances, transfer_keep_alive
17319335-3, DDdpE2UVW2KByqdXCy1XfMFpqi3StNwufW7zFhoz2axov4L, 0xd30b68fd6b91973c745a7de62f002869001a82331f38c80f937ad7839dac9bf2, 17319335, 0.2, 2023-04-03 18:03:24, balances, transfer_keep_alive
17319228-4, DthL1FNHuZnspFYuap9KE2P2q8TeTbwV5BVASSMnEBRCCuw, 0x65db7da4b6c92d5beeeb1e10ddfa24adc11cd2e016256544c54dfbe6d8904106, 17319228, 105.0, 2023-04-03 17:52:42, balances, transfer_keep_alive
17319224-4, FAdK1MzqbMTTDXtq5yz7oAD5YQWK5R1S9UswHXmLb7CSXrk, 0x245a61fb717962ee1a9d6ad547a24f292794ac4edf950337b21cef31e2b0525b, 17319224, 0.135, 2023-04-03 17:52:18, balances, transfer_keep_alive
17319179-3, DthL1FNHuZnspFYuap9KE2P2q8TeTbwV5BVASSMnEBRCCuw, 0xcb7ef783401a49e282fafb827ce097ca6a9f8ad4ceae34656476ec398ea233b6, 17319179, 19.0, 2023-04-03 17:47:48, balances, transfer_keep_alive
17319158-6, G7UkJAutjbQyZGRiP8z5bBSBPBJ66JbTKAkFDq3cANwENyX, 0xffe01fa42120de99609c953533fd3659f9204ec84c60b13872d30b3b927c4cea, 17319158, 60.0, 2023-04-03 17:45:42, balances, transfer_keep_alive
17319067-3, F5h2r6tuLW93bKJcq1SNqhzbTS5WcpUu4Khjp9o7kPMV78t, 0xee67bb1ab75c723a76f24d0192c1371c23eb5e44ed9e61bafeae5a72e10bf830, 17319067, 39.5, 2023-04-03 17:36:36, balances, transfer_keep_alive
17319044-13, G5WiaKbFtD3nSorwrPg1hDeacfkMfwDsgXhLZaSahvccAkX, 0x778a396c128145fc823670775915314b06452b8b4adea736051fc051351e1361, 17319044, 2.0, 2023-04-03 17:34:18, balances, transfer_keep_alive
17319044-12, GkqWgdQcGZ4ftssbKxZCejL6dX6Jh3UvDbNVe7mvJ94igfF, 0xe6ba2a99739a3f8c06ed53a4c2a818a27c4cf43267b78337a425f143b104f8df, 17319044, 2.0, 2023-04-03 17:34:18, balances, transfer_keep_alive
17319044-11, Ht4w1f6zoVgouZt7JD8vdWkncKepJbLUpipm46pfGpzATN7, 0x074e872a59db8327e2bf336532bcfcfaace48f06171e71f2b4661342b05822fa, 17319044, 1.2, 2023-04-03 17:34:18, balances, transfer_keep_alive
17319044-10, F51QFZgfc2YqfhtvUb9CmrZQJaTnxH2pqrEGQfPFUT7KwyT, 0x8857792688106ea36e94a9b1ff09fedc555d2c24ecc62d2e9cde7cb7f5e62bde, 17319044, 1.2, 2023-04-03 17:34:18, balances, transfer_keep_alive
17319044-9, DqubSZoxWBDqNGgu3ziBu1XyBNCD3b4Fe2vu4zVbJAZnVAY, 0xf9c1208193b03ab011fe9d92aba16fff5b7f574ebdbb8a27b870f4785310c3f0, 17319044, 2.0, 2023-04-03 17:34:18, balances, transfer_keep_alive
17319044-8, DuHezqvRs1EHASBWeHs8hhgc6Yi753eUFzJj88d1hFdMm37, 0x54a430fad1fc87a01a807bcbaa99c07a829071f2c490a52a501d3cbeeb352c34, 17319044, 2.0, 2023-04-03 17:34:18, balances, transfer_keep_alive
17319044-6, ET2oyqV6gv8A22R8ZVRqU2GrdZVfFGUqdfcvbgZ5Ykof4R1, 0x3c81aaacc1d9de4ecbc91c4848cf99352e2c295e07b122a253e1c11bfcab3b42, 17319044, 1.0, 2023-04-03 17:34:18, balances, transfer_keep_alive
17319044-5, EvwRhd1LhkrTPdSCEAjvKhpXXo33K8NNRiYjxVoyGGDDUf5, 0x5d17463e05e49726756cd5799e1e629c715998a28b6b33bab5ac691cbf0aaf1c, 17319044, 2.0, 2023-04-03 17:34:18, balances, transfer_keep_alive
17319044-4, EPS6RXq19Xuwk3SHrK8vtuXoGLYz9U2qScEjVAyjcKzTX1h, 0xd2eab7519a43884a70c0566db50eb508882fcee9bc024a02d33f7f9436ae825d, 17319044, 2.1, 2023-04-03 17:34:18, balances, transfer_keep_alive
17319026-2, FoXKzXJCs6nrmAWrg9EBF4Km19Ukb56FoUKn91G3ntavb2T, 0x5a86a5becc99bde1e19d131809035b4af6996b218efe74388737959b0bd83265, 17319026, 12.5, 2023-04-03 17:32:30, balances, transfer_keep_alive
17319024-5, DKAhUCfRA8CuKDuWi4jLMXsigrhpa9PgeGg5V84s9Zx1Mo5, 0xd9043e798f2111702e0a37caabb84471905fdaf4f584101fa31c5467aae4cbb0, 17319024, 11.1, 2023-04-03 17:32:18, balances, transfer_keep_alive
17319024-4, FiXQg4dV5z8Ji6Di7MzXQg2fnTtJvRaBKur8UEVDPuUusQM, 0xdec921be6d4a2899703238fe041a6a4fa2fbd41f6d877a21b657a89a52675b37, 17319024, 1.0, 2023-04-03 17:32:18, balances, transfer_keep_alive
17319024-3, CmjK6hvdT5uWovWKy9Xw2cGq1jyRHcrphd4ZpwjPwud4i21, 0xeb60e3f3497f618b535ab3cf69e8e518552090aac90e1fbaafe5db5a8020c7af, 17319024, 2.0, 2023-04-03 17:32:18, balances, transfer_keep_alive
17319024-2, G2YxTyES3eNVXN6a6ZMMdKTqEropCDNELLp7VcebSwPCkiT, 0x67cb2c5bbce7f2d95a832cf601aca9eec80fad1b197f5fa75623dd60fb95084d, 17319024, 2.0, 2023-04-03 17:32:18, balances, transfer_keep_alive
17319012-2, J9vnGmgpo4X3UMk8AXH7pzkU8iZrAPmfB889Jpqpg7o8ApV, 0xbd373d3279cbb40e5b08e2a77f91035b5f9ff299696b4c1116a1a6153b7c1203, 17319012, 16.972, 2023-04-03 17:31:06, balances, transfer_keep_alive
17319003-2, D3ia5KPjdoBZLp22g1QPTCMdXbpVuyABGtrQXzx6AXMaw6m, 0xb5fe620b0c416b2ebab7857d972467368c97868e35edd140b9048bf7ce5e1b2a, 17319003, 0.13, 2023-04-03 17:30:12, balances, transfer_keep_alive
17319001-12, FnoJEn9vykhgeHa6biYd6BEJ1rhN5nW3LadgTWNmBZVrMFV, 0x5ddbbba699a3e03c07fb2bed004401c9e19c18f6503e79a4177f9409c015e6d1, 17319001, 11.2, 2023-04-03 17:30:00, balances, transfer_keep_alive
17319001-8, CmzuC9GkbxH9JKNvfUZQnoT55HkN7V4Cah3Vw9Pu6wra5yq, 0x9790696b35a26970bad62ed8438c2800c0e80bfe953e05624cbae71f97b12d75, 17319001, 2.0, 2023-04-03 17:30:00, balances, transfer_keep_alive
17319001-7, HLMxRo8zQPAr44mcjWraTVvSfGM8ViYDeN5Lqaj6HDusbpu, 0xf7d3832bd91c91778960ddd0aff74086e0a52fb965ab1d911b3ac808d924ed02, 17319001, 2.0, 2023-04-03 17:30:00, balances, transfer_keep_alive
17319001-6, HHAFkTup6tzqi2RZaJopVkbUy6mtu83mA6KA7GA4pU3zdyu, 0x4de9394eb3f35e3755d4abbb6e2c33f50edf96dc24d0690040a2813a9f2f2a0e, 17319001, 2.0, 2023-04-03 17:30:00, balances, transfer_keep_alive
17319001-5, JLJnsTHjCZjojPK49Xsv2AWSiRieqmRYYLpAJUHPaQRPvm8, 0x209bade6233ad6675e7824ba492cc8cf3fb53eba97998c2dd7c652b5a68df378, 17319001, 1.0, 2023-04-03 17:30:00, balances, transfer_keep_alive
17319001-4, HLTZXM3Cqmet5oDhsijZUtK9hyDWbU6eRide3FFBi1eSiCc, 0x689c0104b48bb9b1e9ae7be5eada52553b4fe93c5e0be7e030c22e9d10a72553, 17319001, 1.2, 2023-04-03 17:30:00, balances, transfer_keep_alive
17319001-3, EfrXBAksrK1FbKC6X6KZsir1K4m4mULpUFjEQq7HX33m1Fa, 0x84099c6aa196a59e1eef996d88dc7e366c456e551b6f273739294e0ada56615c, 17319001, 1.2, 2023-04-03 17:30:00, balances, transfer_keep_alive
17319001-2, CbNA9Mfvsg44Jav7brWuf6A8HErZdVordwMN6bnFyvXM6va, 0x604b94adac70b02fec0495ac3de1919a155fc5776b5cbb5156c8bcb3b1b87f9d, 17319001, 2.0, 2023-04-03 17:30:00, balances, transfer_keep_alive
17318927-2, DMbJ6gSArcEGTaZnHwTTJs6C22y6KWVdYSWjjd21EeGRU6m, 0xf755fb9590849b5445d8fdd980244162ae89a99f36cccf9bbc42bf44fe126521, 17318927, 1.2, 2023-04-03 17:22:36, balances, transfer_keep_alive
17318913-3, DchjFtKGLb3D1kd6TKjPhuR4BCZVftWb7z9WPEaC84wzq83, 0x2169a7afcf142cefc7f68842a30a7a55bc87d5f5d1d9daa20b9f2b6dd489946c, 17318913, 1.2, 2023-04-03 17:21:12, balances, transfer_keep_alive
17318913-2, HZZQGdDGaKgGQSCxcL6bqCk6UDxNZ8Xb5AErcFouZ1zAwpW, 0x601defcdc6a8297027e1302b88f42c11e04c9d51889960c32451e1e146712fe1, 17318913, 1.2, 2023-04-03 17:21:12, balances, transfer_keep_alive
17318890-2, FPXGtM633SyWmwLnv7wzM2vq7Mvc6X3VBD7tC4PS9xcm7FW, 0x212e7f4c4e6b36b5efdf76e0d5320765de415a0fa40f41dd8fb330d14b28d33d, 17318890, 1.0, 2023-04-03 17:18:54, balances, transfer_keep_alive
17318887-2, DdT1h3EhFHT5xknTcwCnqtLQELYpQnAaLfpKBVDxiv1p66D, 0x3d031ba2f51c806c413662207497113a62e167fbaaaf186d8da4ff6713f1b78a, 17318887, 2.0, 2023-04-03 17:18:36, balances, transfer_keep_alive
17318884-2, JKanMPtC4MTWkU62uqN9QeTGPkkF6G6PLmkBFmSPzetRqUy, 0xf92887e5cd706732d75788ed3c4b417fcdc53eb20db7003f3dd386ba2d42e20f, 17318884, 2.0, 2023-04-03 17:18:18, balances, transfer_keep_alive
17318874-2, Ep2vtBg61d1Ngs6g2nSGqnGNM3Ud3DKQg8gqnccJWuZpuvr, 0x9501d84d71f8de4ea51b6ec5ae3fd1623540d2496b95d754fba677389baa3e75, 17318874, 2.0, 2023-04-03 17:17:18, balances, transfer_keep_alive
17318872-2, EoiwENWM9mKSy3N6zYpMWVA4AYxXZXm5JUvoNVTfrq2x6kE, 0x4ff8e73e6b371ae3d421e9fb465c268ba2d2f6a7ada5c1cf2ed37c4eccd031a2, 17318872, 2.0, 2023-04-03 17:17:06, balances, transfer_keep_alive
17318865-2, HL2cc4cbUDawZdiYrK8yJjW19k4BEns7s5U9dnCdxNM8amQ, 0x0c5205b71a5762a759fe7c9d7db76928e53a5036b9dbcfb1463983bfab513466, 17318865, 2.0, 2023-04-03 17:16:24, balances, transfer_keep_alive
17318856-2, HhYrhB1d4Z7nzdnA3XF8A36wwotGEhGyhffhjXMv2nY1iZa, 0x1eac39c9cf8cb2feb2abb29081898f35b6c9b7ebf04e65a8f8ef0963054c0616, 17318856, 10.3, 2023-04-03 17:15:30, balances, transfer_keep_alive
17318791-2, HhYrhB1d4Z7nzdnA3XF8A36wwotGEhGyhffhjXMv2nY1iZa, 0x6f6c396c71a84e7cf43bff8c4676afc60db20e06654a46f950e78956953c0223, 17318791, 1.0, 2023-04-03 17:09:00, balances, transfer_keep_alive
17318683-5, G7UkJAutjbQyZGRiP8z5bBSBPBJ66JbTKAkFDq3cANwENyX, 0x1470d1e0ffebf7125322d17d0def26b29020d7a536afc644a44f40a5b8d6511d, 17318683, 5.2644, 2023-04-03 16:58:12, balances, transfer_keep_alive
17318615-4, GuvtmdrqUWP7uPQFxmyMSzKT8yHcF3fnsKFK6wEyjXZBgqg, 0x7fdfc92489864deb8e49744a71130c31fa205d3f7b8a8b5659eb1ff2bf0cd65f, 17318615, 29.03595, 2023-04-03 16:51:18, balances, transfer_keep_alive
17318492-4, Copapiu5S5VCLLwwohGMWKbULoFvpyL5bMBDJU3nrFAvi31, 0x5d640361485ea1e196295ba35c37878244b51e5aead44996d5b912595f3a9c02, 17318492, 10.7, 2023-04-03 16:39:00, balances, transfer_keep_alive
17318489-4, Eg5RgdZdpJ5obxd4fo3L5ujVsDVsQAYGA2ecmJcTdUG48Y9, 0x484308b7cb84c607e1ae749f19bcacc1b6466f7e45cca8e97aaf0493e75d30e2, 17318489, 9.5, 2023-04-03 16:38:42, balances, transfer_keep_alive
